bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr	orig
6032783004e712e94a024988	0.0003302150537634	0.0086874648745519	1	30.53564208892085	1.297530891582734	0.9990984801438848	0.5405596171640412	2410.284423828125	0.1333246027677213	19.0	6.810035842293907	1.683248	1.567264	1.845404	1.637076	0.00628148	-0.0197459384799003	0.0540778040885925	279.0	84.0	84.0	42.0	6.727753951484902	1.25	2.5	2.5	2.5	31.27826483648297	8.77870619201439	31.737812042236328	12.358423233032228	180977.0	5.27957010269165	113.17060852050764	58.34462738037109	2.7678968849139816	83.34995298075374	628.0594482421875	622.5017700195312	63793.0	498.58494262695314	779.6752685546875	92.52670288085938	65.99393418373074	fetch
60327804094ee7975e9aa78e	0.0004559642857142	0.0085722991785714	0	30.50942327985664	1.2971247303584237	0.9995919576344088	0.5408747757263054	2409.5009765625	0.130729012243129	19.0	6.785714285714286	1.6883146666666669	1.575116	1.845412	1.644416	0.00627374	-0.0193871427327394	0.0528095178306102	280.0	84.0	84.0	42.0	6.7121108160667	1.25	2.5	2.5	2.5	31.145186672109705	8.76323861792406	31.66474151611328	12.35714340209961	180768.0	5.275000095367432	112.9176807403564	58.133636474609375	2.607517367398896	83.9973698247661	627.9837036132812	622.6214599609375	63944.0	498.1292846679688	780.2917755126953	92.76017761230467	66.16189863602631	fetch
603277cc04e712e94a024987	0.0004652688172043	0.0083549588530465	1	30.190327939496395	1.3015529860071946	1.0073149246402884	0.5413973466380516	2394.93115234375	0.1288303484107443	15.0	5.376344086021505	1.682370666666667	1.574376	1.836244	1.636492	0.00744245	-0.0197865981608629	0.0534045584499836	279.0	84.0	84.0	42.0	6.708903595428252	1.25	2.5	2.5	2.5	30.44883317718564	8.815903590356948	31.820241928100582	12.397849082946776	180812.0	5.2939066886901855	113.9419368743894	57.99438095092773	2.536384133786859	83.63156053104608	626.7977294921875	621.4982299804688	64003.0	496.9526947021485	779.3770751953124	92.63710021972656	67.14141899859533	fetch
603277a0094ee7975e9aa78d	0.00036625	0.0098929649285714	0	30.126776062903225	1.275792182867383	0.987291908853046	0.5416188902219157	2383.56640625	0.127784980314483	19.0	6.785714285714286	1.687092	1.578116	1.842312	1.640848	0.00673303	-0.019994193688035	0.0534245520830154	280.0	84.0	84.0	42.0	6.715347558567935	1.25	2.5	2.5	2.5	31.145053630834248	8.832074589476752	31.83637046813965	12.407142639160156	180789.0	5.289285659790039	113.78285675048832	57.93833923339844	2.479437053626328	83.59495697895956	625.9752197265625	620.73388671875	63990.0	496.4318023681641	778.666061401367	92.43438720703124	62.67740205442533	fetch
6032777404e712e94a024986	0.0003506271777003	0.0089460307665505	1	30.70773900968532	1.287210291258743	0.9984836787762248	0.5372300207022439	2637.198974609375	0.1339990557524982	10.0	3.484320557491289	1.7018333333333333	1.586868	1.857084	1.6615480000000002	0.00754146	-0.0173022095113992	0.0545288510620594	287.0	84.0	84.0	42.0	6.844309996507199	1.25	2.5	2.5	2.5	31.32171990783067	8.16206189542212	29.53682327270508	11.71777057647705	180717.0	5.04878044128418	103.64878234863276	53.86176681518555	2.446343300451727	81.64130459880656	622.41796875	617.421630859375	63791.0	496.397216796875	771.7839660644531	90.20877075195312	64.56631419877522	fetch
6032774c094ee7975e9aa78c	0.0004184668989547	0.0086348638675958	1	30.337005962307725	1.2897218353496498	1.0006108323776233	0.5371367972693808	2653.560546875	0.1281130621653823	9.0	3.1358885017421603	1.697368	1.590364	1.849808	1.651932	0.0085961	-0.0171277709305286	0.0545075722038745	287.0	84.0	84.0	42.0	6.836342996379057	1.25	2.5	2.5	2.5	31.14699850607	8.125900193228487	29.690723419189453	11.707317352294922	180825.0	5.0599305152893095	104.57700500488272	54.46379089355469	2.4917453833286825	81.6154242134005	622.9076538085938	617.68115234375	63722.0	496.3876495361328	772.0092193603515	90.35186004638672	65.92719952866901	fetch
6032762204e712e94a024985	0.0026610763888888	0.0159868276736111	0	52.89194402939133	1.2288924318782606	1.0096878254608683	0.6055779960767427	265.8185119628906	0.2347911163312474	199.0	34.548611111111114	2.7972906666666666	3.125036	2.191424	3.075412	0.0219412	-0.0292839054018259	0.0958881750702858	576.0	84.0	84.0	42.0	3.1148034035115097	1.25	2.5	2.5	2.5	11.19963768223357	39.42666608149527	59.207130432128906	34.763023376464844	164062.0	3.187586808204653	201.7248245239255	75.40948486328125	102.3020933262333	122.11515068468306	625.6478271484375	607.2369995117188	75120.0	425.9098190307617	845.8023254394532	194.95065307617188	30.633829961530864	fetch
6032755104e712e94a024984	0.0003990972222222	0.0086113205208333	0	30.66698340167249	1.2910700137282232	0.9970483091986068	0.5375016465197996	2634.807861328125	0.1299824300561067	9.0	3.125	1.6937573333333331	1.588724	1.839304	1.6532440000000002	0.00484646	-0.0177981257438659	0.0548547692596912	288.0	84.0	84.0	42.0	6.833165618103717	1.25	2.5	2.5	2.5	31.16531240911479	8.164607657764973	29.88738822937012	11.75	180873.0	5.083333492279053	105.8208312988281	54.84659576416016	2.5374817703499053	80.97167224913971	622.2937622070312	616.9652709960938	63728.0	495.7456710815429	771.4003356933594	90.2891082763672	66.2851975671947	fetch
60327524094ee7975e9aa78b	0.0003644599303135	0.0088062602439024	1	31.36873321933565	1.3025729130769226	0.9988726084265732	0.5381112829209628	2612.47119140625	0.1328109774391413	18.0	6.2717770034843205	1.6986173333333332	1.585072	1.848716	1.6620640000000002	0.00714044	-0.017704302445054	0.054453819990158	287.0	84.0	84.0	42.0	6.812787609156833	1.25	2.5	2.5	2.5	30.215857998857366	8.193055721268555	29.944381713867188	11.770034790039062	180732.0	5.087108135223389	105.64233779907208	54.700233459472656	2.540398907783633	81.00587779348757	621.4441528320312	616.1741943359375	63874.0	494.6167297363281	770.0618743896484	90.44306182861328	65.13699067384005	fetch
603274fa04e712e94a024983	0.0003140357142857	0.0087118962142857	8	31.469365068817197	1.302510236272402	0.9937097547311824	0.5380515188339917	2607.146484375	0.130835849699787	8.0	2.857142857142857	1.69818	1.586256	1.845604	1.66268	0.00573802	-0.0177894737571477	0.0544953159987926	280.0	84.0	84.0	42.0	6.799172100129502	1.25	2.5	2.5	2.5	30.519083919171507	8.180786433442892	29.958375930786133	11.774999618530272	180735.0	5.095357084274294	106.10535659790018	54.76476287841797	2.4871041858274268	81.20952746955854	621.0733642578125	615.80712890625	63920.0	493.68144378662106	770.0919738769529	90.5701904296875	65.59841960668564	fetch
603274d2094ee7975e9aa78a	0.0005308710801393	0.0096899600696864	1	31.739944177972028	1.328537531783215	0.9994669336363632	0.5391312234498895	2552.374267578125	0.1192604579906819	6.0	2.0905923344947737	1.697024	1.587144	1.845	1.658928	0.00567741	-0.0184333436191082	0.0549855642020702	287.0	84.0	84.0	42.0	6.777121166116122	1.25	2.5	2.5	2.5	30.00051301177005	8.306704462437677	30.29104995727539	11.874564170837402	180553.0	5.111498355865479	107.00348663330078	54.96855545043945	2.497905148596301	81.8995655077186	621.02783203125	615.2926635742188	64001.0	494.2090759277344	771.0278930664062	90.78897094726562	62.62450781930238	fetch
603274a804e712e94a024982	0.0004339024390243	0.0089606986411149	1	31.578922051853134	1.3282633963986006	1.0016239814335666	0.5397495450429651	2535.63720703125	0.1125391429458731	2.0	0.6968641114982579	1.6990613333333335	1.588792	1.847932	1.66046	0.00853973	-0.0184579398483037	0.0550272576510906	287.0	84.0	84.0	42.0	6.766642584270601	1.25	2.5	2.5	2.5	30.54904043310568	8.306705169397505	30.27276611328125	11.87108039855957	180327.0	5.114982604980469	106.6867599487303	55.072025299072266	2.525620824369136	81.70324559115073	619.3729858398438	614.1376953125	64122.0	492.1055679321289	768.7141204833985	90.75888061523438	65.27977581135929	fetch
6032748204e712e94a024981	0.0004740624999999	0.0087236932986111	0	31.844612022020893	1.3224992762369334	0.9972844581184664	0.5393035034861848	2547.53466796875	0.1209716528073154	6.0	2.083333333333333	1.6981973333333331	1.58816	1.845396	1.661036	0.00571601	-0.0184244308620691	0.0547734498977661	288.0	84.0	84.0	42.0	6.797568365852921	1.25	2.5	2.5	2.5	31.16826416086841	8.262419084853397	30.19745635986328	11.85069465637207	180481.0	5.114583492279053	106.0763931274414	55.07659530639648	2.529222713837659	81.23427671923879	618.7904052734375	613.5729370117188	63938.0	492.4394180297852	767.0282928466796	90.26288604736328	65.76752406544983	fetch
6032744604e712e94a024980	0.0012835271317829	0.014877463488372	0	31.48473918466927	1.2134261664980543	0.9959976847859928	0.5971013911504278	1437.40087890625	0.1767989564870391	95.0	36.82170542635659	1.692664	1.571728	1.8593	1.646964	0.0265207	-0.0272901114076375	0.0924200862646102	258.0	84.0	84.0	42.0	6.81903266710925	1.25	2.5	2.5	2.5	11.648346222436755	17.242434208946207	58.968875885009766	18.87403106689453	169960.0	6.193798542022705	249.58235931396464	90.49564361572266	3.208691563495198	96.71681007954253	757.9209594726562	755.68798828125	72896.0	603.3604736328125	934.5785064697266	110.81964874267578	49.12404010025784	fetch
6032725d04e712e94a02497f	0.0015007142857142	0.0274047878928571	0	32.517873989498206	1.1268008406451613	0.9550807070967742	0.5987830436369435	1409.638916015625	0.2350025013938843	129.0	46.07142857142857	1.7109880000000002	1.597676	1.890272	1.645016	0.0143881	-0.0276799574494361	0.0923494771122932	280.0	84.0	84.0	42.0	6.769059789239506	1.25	2.5	2.5	2.5	11.10766669891597	17.118760070447458	59.85354232788086	18.97857093811035	169713.0	6.4464287757873535	253.42643127441409	91.02831268310548	3.0448853328359498	97.22690704644413	756.0297241210938	753.7142944335938	72975.0	599.1657348632813	934.6392822265624	111.34620666503906	41.3558177605737	fetch
