bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-075_task-wb2_run-01_bold	0.001736686	0.006407859	0	23.60185769	1.274286126	1.002591591	0.487586506	5043.63916	0.073676298	5	2.906976744	2.333561722	2.15228332	2.630465357	2.21793649	0.0124754	-0.019124141	0.042680874	172	74	66	45	5.755223505	2.599999905	3.02702713	3.02702713	3.000000238	23.50234552	4.723639488	20.87889862	6.488371849	137996	2.529069662	90.70494461	41.61971664	5.259808857	68.44968414	478.7975464	485.0930176	41701	350.4767456	588.7267456	84.28642273	70.99094391
sub-075_task-wb2_run-02_bold	0.001257326	0.008240957	0	23.95585592	1.208034481	0.967552624	0.488803207	4967.894043	0.086532284	13	7.558139535	2.351275571	2.171946176	2.645780713	2.236099822	0.0240414	-0.019432083	0.04285888	172	74	66	45	5.651181177	2.599999905	3.02702713	3.02702713	3.000000238	22.78572056	4.758119106	21.27520561	6.523255825	137885	2.540697575	93.8837204	42.35600281	5.295661189	68.52723694	477.4836731	484.4592896	41773	343.4895447	587.8116089	85.72605896	62.37928772
sub-075_task-wb2_run-03_bold	0.001652965	0.007137438	0	24.73753631	1.288729134	0.99541579	0.488455656	5002.856445	0.075437702	11	6.395348837	2.342707039	2.163541891	2.637046071	2.227533156	0.0144936	-0.018401181	0.041852564	172	74	66	45	5.712558521	2.599999905	3.02702713	3.02702713	3.000000238	22.17066747	4.766738892	21.34170532	6.529069901	138093	2.569767475	94.47209473	42.19940948	5.437683023	68.25141907	479.3821106	486.1627808	41613	350.3965027	588.5755615	85.10318756	67.64862061
sub-078_task-russian_run-01_bold	0.005557363	0.01296219	0	22.66261123	1.340707855	0.988201951	0.431885179	9207.238281	0.136534726	25	13.73626374	2.506373943	2.454182441	2.910817144	2.154122243	0.0238342	-0.015695849	0.019185213	182	72	60	36	5.48032598	2	3.361111164	3.361111164	4.000000477	43.09874313	3.11183548	10.85384846	3.807692289	100672	1.203296781	39.13983536	22.43455505	5.441012571	46.25390625	376.169281	384.2472534	24121	245.1208801	461.9395752	70.11248779	54.09440613
sub-078_task-russian_run-02_bold	0.002021374	0.009969633	0	22.24773168	1.345869325	0.988044442	0.432749699	9451.556641	0.124704356	23	12.63736264	2.504655605	2.431508391	2.924223425	2.158235	0.0168265	-0.015057531	0.020789141	182	72	60	36	5.476553104	2	3.361111164	3.361111164	4	48.73241556	2.924473524	11.06111526	3.780219793	100511	1.335164905	40.04120827	23.31721878	5.282381015	47.26405334	379.0171204	386.1318665	24241	247.6923065	466.4890137	70.50491333	63.40554047
sub-078_task-russian_run-03_bold	0.000978729	0.009231218	1	21.84503089	1.332558706	0.961942627	0.432667929	9557.1875	0.097820306	8	4.419889503	2.488730089	2.421972854	2.889844913	2.1543725	0.0140303	-0.015025171	0.019989677	181	72	60	36	5.604721296	2	3.361111164	3.361111164	4	48.8212231	2.907866478	11.10086155	3.767956018	100554	1.314917207	40.39060955	23.62718391	5.202706411	46.84531021	380.4908447	387.3204651	24148	253.4397873	468.1837234	69.10467529	66.82939911
sub-078_task-russian_run-04_bold	0.002785769	0.014665706	0	23.8234548	1.286934728	0.967666224	0.434181097	9254.494141	0.18223215	55	30.21978022	2.506097541	2.443516325	2.919858797	2.1549175	0.0248245	-0.015843488	0.020794069	182	72	60	36	5.48312259	2	3.361111164	3.361111164	4	53.64670695	3.014081478	11.36837101	3.818681479	100624	1.335164905	41.95357075	24.2377739	5.442685478	46.6245575	378.7960205	386.5274963	24112	249.0884705	465.8719925	70.49258423	50.56881332
sub-078_task-wb2_run-01_bold	0.003419593	0.007469181	0	21.34837081	1.220892929	1.01387776	0.484348729	4198.172852	0.066914203	6	3.488372093	2.374441154	2.199270014	2.608456965	2.315596483	0.0227552	-0.016001299	0.038890131	172	74	66	45	5.936820296	2.599999905	3.02702713	3.02702713	3.000000238	35.6396489	5.033952236	19.29774857	6.691860676	139100	2.6569767	73.52906799	37.5607338	4.673965355	60.85564804	451.3523865	454.8546448	41105	328.2255798	556.6604614	76.61493683	70.92123413
sub-078_task-wb2_run-02_bold	0.002967093	0.007408182	0	20.6011187	1.200904484	1.018733598	0.484759193	4228.788574	0.071276418	10	5.813953488	2.377827503	2.202533943	2.61084875	2.320099816	0.0298329	-0.015844297	0.039305549	172	74	66	45	5.892348676	2.599999905	3.02702713	3.02702713	3.000000238	35.94226031	5.059811592	19.55184555	6.691860676	139169	2.668604612	74.90232391	38.0990448	4.770218696	60.73927307	452.8417664	456.7819824	41082	328.6005905	558.0057983	77.52026367	71.7780838
sub-078_task-wb2_run-03_bold	0.002027267	0.010652648	0	22.05285738	1.161609465	0.965513605	0.483766247	4348.535645	0.070777636	8	4.651162791	2.377250915	2.190390015	2.602986251	2.338376481	0.0143034	-0.01429905	0.041031297	172	74	66	45	5.99456959	2.599999905	3.02702713	3.02702713	3.000000238	35.71144957	5.016711235	19.50104141	6.622093201	139590	2.616279125	73.84040909	38.34723663	4.748048426	60.23506165	452.2467957	455.8488464	40853	331.8	556.7627808	76.04270172	62.95336151
sub-079_task-wb2_run-01_bold	0.001424709	0.00925975	0	29.22306557	1.34981375	1.001867	0.46736483	3883.136475	0.098566801	4	2.325581395	2.323403696	2.145223588	2.560647681	2.26433982	0.0185339	-0.022770299	0.032234706	172	74	66	45	5.764430198	2.599999905	3.02702713	3.02702713	3.000000238	54.53568475	3.103121042	14.34560204	5.319767475	142581	2.662790775	52.84883881	29.73464966	4.52475159	48.0552597	344.2676392	345.6918335	37948	255.7715103	431.249118	59.96902847	65.51020813
sub-079_task-wb2_run-02_bold	0.00495686	0.00995207	0	31.46863953	1.38227757	1.036589454	0.468453333	3824.654053	0.136879587	22	12.79069767	2.337624866	2.156488766	2.57600268	2.280383152	0.0366925	-0.023589944	0.031185733	172	74	66	45	5.72040689	2.599999905	3.02702713	3.02702713	3.000000238	50.07135292	3.111741066	14.56159973	5.354650974	142493	2.70348835	54.110466	29.87970734	4.394855239	48.18457413	344.137146	345.8604736	38029	252.7674408	431.0383789	60.46002197	62.30713272
sub-079_task-wb2_run-03_bold	0.008923953	0.011213969	0	32.96621494	1.392664385	1.070456485	0.468962867	3819.319336	0.199666837	37	21.51162791	2.332346295	2.157493052	2.56564268	2.273903153	0.0333562	-0.023391185	0.030436365	172	74	66	45	5.676391905	2.599999905	3.02702713	3.02702713	3.000000238	49.56185902	3.163459301	14.72796249	5.372093201	142588	2.697674513	54.69156952	30.0219593	4.712588379	47.81392288	344.661499	346.4592896	37949	254.258139	431.7592957	61.03432083	59.01654053
sub-083_task-russian_run-01_bold	0.001505714	0.007209509	0	21.83929161	1.441827328	0.966716236	0.441084126	11076.41309	0.068006847	4	2.197802198	2.416256195	2.321006244	2.744922601	2.18283974	0.00612364	-0.014811859	0.02534277	182	72	60	36	5.268355746	2	3.361111164	3.361111164	4.000000477	71.9683262	2.329803467	9.451719284	3.472527504	97261	1.401098967	33.69231033	21.07075882	5.048510207	51.30456161	379.039978	386.5274963	26721	245.7307739	471.2142944	73.36639404	74.47789764
sub-083_task-russian_run-02_bold	0.00302	0.009379028	0	19.60762745	1.317735301	0.935639032	0.441981271	10723.31348	0.075128522	4	2.197802198	2.412737026	2.328634674	2.735946403	2.17363	0.00798195	-0.014804469	0.025052242	182	72	60	36	5.344945803	2	3.361111164	3.361111164	4	68.90050182	2.541604042	9.669331551	3.55494523	97435	1.351648331	34.44505692	21.34731102	4.908657354	51.18642807	380.5649414	387.9807739	26628	251.4967094	473.468689	72.58698273	64.59768677
sub-083_task-russian_run-03_bold	0.005731538	0.00677481	0	20.88051385	1.444841489	1.017968255	0.442080752	10687.0957	0.088580946	8	4.395604396	2.393626847	2.309144096	2.715661445	2.156075	0.00996462	-0.015532758	0.026312578	182	72	60	36	5.376611703	2	3.361111164	3.361111164	4	76.30999223	2.606773138	9.727480888	3.565934181	97422	1.258241773	34.70824413	21.80750847	4.946215394	52.14359283	382.2117615	388.7197876	26562	255.496434	475.2714523	72.29692078	73.40905762
sub-083_task-russian_run-04_bold	0.005460275	0.007358867	0	23.35101102	1.575093148	1.04600397	0.441561802	10853.03809	0.093750023	9	4.945054945	2.395687239	2.308688889	2.719035329	2.1593375	0.0163224	-0.015261233	0.025719969	182	72	60	36	5.34165621	2	3.361111164	3.361111164	4	69.60049822	2.590481043	9.686071396	3.538461685	97550	1.252747297	35.0634613	21.50410843	4.917642721	52.00509644	381.4329529	388.2527466	26537	252.6527557	474.5395813	72.6825943	69.86845398
sub-083_task-wb2_run-01_bold	0.002600349	0.012928722	0	27.16824619	1.381175762	0.91709984	0.49718637	4251.227051	0.065543275	5	2.906976744	2.329718965	2.155953587	2.490833308	2.34237	0.00500256	-0.017947556	0.028615264	172	74	66	45	5.435969289	2.599999905	3.02702713	3.02702713	3	38.43792722	5.387362957	19.28700447	7.180232525	134002	2.825581312	73.84738541	37.40897751	4.308552593	74.18185425	491.8961487	494.7557983	45366	359.9621964	619.3735657	91.01419067	52.37509918
sub-083_task-wb2_run-02_bold	0.002164826	0.008068328	0	28.30241162	1.520262177	0.987322154	0.49822377	4304.830078	0.064819719	0	0	2.305594412	2.122670106	2.46754313	2.32657	0.010186	-0.019607421	0.029993696	172	74	66	45	5.488655269	2.599999905	3.02702713	3.02702713	3	36.7964802	5.05119133	19.79435921	7.151162624	134168	3.023255825	76.2558136	38.54332352	4.112850269	74.22929382	492.4103088	495.4040527	45282	360.9941864	619.9633453	90.2586441	66.37801361
sub-083_task-wb2_run-03_bold	0.000874593	0.0100964	0	28.0565149	1.444382661	0.932882161	0.499356389	4103.615234	0.064905792	3	1.744186047	2.307555652	2.119597785	2.470572505	2.332496667	0.00677667	-0.019507207	0.029272195	172	74	66	45	5.478228884	2.599999905	3.02702713	3.02702713	3	34.58431632	5.318404675	20.22029686	7.29651165	134274	2.965116262	78.56220818	39.33393478	4.236877281	74.47923279	491.5306091	494.1976624	45178	362.7357544	619.8438873	90.21021271	59.63830948
sub-084_task-russian_run-01_bold	0.005126044	0.006273725	0	25.14228049	1.636862682	1.053255241	0.411456152	10464.01855	0.057235964	1	0.549450549	2.34985755	2.214205254	2.762077642	2.073289753	0.0124244	-0.019776795	0.021995818	182	72	60	36	5.813140022	2	3.361111164	3.361111164	4.000000477	67.08442612	1.792156577	8.668601036	3.005494595	103483	1.247252822	32.46648407	20.41835785	4.868441093	41.64321518	317.6395874	320.7033081	21745	222.6857239	391.3274841	55.16741943	81.44304657
sub-084_task-russian_run-02_bold	0.002015659	0.005158346	0	24.82842782	1.62034059	1.03692801	0.411922332	10359.61914	0.058053164	3	1.648351648	2.338697322	2.212333849	2.737600618	2.0661575	0.0297908	-0.020072032	0.022641391	182	72	60	36	5.78548195	2	3.361111164	3.361111164	4	69.59784094	1.800302625	8.802465439	3.02197814	103385	1.263736248	33.32857132	21.06351089	4.894646071	41.34178925	317.8364868	320.7747192	21763	222.6489105	391.4428711	55.4434967	92.20088959
sub-084_task-russian_run-03_bold	0.001189451	0.00971001	0	23.59334947	1.338847528	0.965915895	0.412318937	10445.28906	0.136204971	34	18.68131868	2.355871413	2.215716659	2.76154508	2.0903525	0.0298785	-0.019970721	0.022863375	182	72	60	36	5.824542886	2	3.361111164	3.361111164	4	70.78058151	1.824741483	8.840751648	3.016483545	103400	1.252747297	33.50027485	20.95476151	4.873991373	40.90186691	317.6549683	320.8077087	21787	222.9604492	390.875824	55.07734299	62.29685974
sub-084_task-russian_run-04_bold	0.001740055	0.011860406	0	24.3068444	1.296583585	0.979188263	0.412228881	10528.55957	0.189667852	70	38.46153846	2.365014864	2.221554015	2.776965576	2.096525	0.0308159	-0.020063169	0.023226468	182	72	60	36	5.886701921	2	3.361111164	3.361111164	4	73.18213933	1.808448911	8.820038795	3	103368	1.258241773	33.23983631	20.99274445	4.705457652	40.66566467	317.9664917	320.9972534	21766	222.8118172	391.0467224	54.52796555	57.2332077
sub-084_task-wb2_run-01_bold	0.00250564	0.02278396	0	29.04713311	1.129991545	0.940691284	0.463602913	5287.957031	0.256194894	82	47.6744186	2.357951958	2.127248856	2.613610536	2.332996481	0.016312	-0.016247915	0.039135318	172	74	66	45	5.993103591	2.599999905	3.02702713	3.02702713	3.000000238	40.47245943	3.594448328	17.80380058	5.784883499	143547	2.5930233	73.31046143	38.94416046	4.489946247	59.61442947	432.6815796	433.6686096	37378	324.0020325	534.9462006	72.36030579	39.85902405
sub-084_task-wb2_run-02_bold	0.003449186	0.01406973	0	29.0488171	1.214315402	0.98710351	0.463354052	5326.775391	0.25276892	88	51.1627907	2.325301404	2.09560725	2.580687144	2.299609817	0.0303913	-0.015871495	0.039712764	172	74	66	45	5.964928723	2.599999905	3.02702713	3.02702713	3.000000238	39.64969614	3.491010904	17.71714401	5.744185925	143767	2.715116262	73.89767303	38.68445969	4.966004511	59.74799347	432.6826477	434.3342896	37330	325.9976746	534.8700745	72.81369019	50.37160873
sub-084_task-wb2_run-03_bold	0.004189709	0.020662181	0	32.22762758	1.176657849	0.976036695	0.464552124	5219.699219	0.379150609	115	66.86046512	2.346412891	2.113363946	2.600544911	2.325329815	0.0271775	-0.016253127	0.039071329	172	74	66	45	5.976018516	2.599999905	3.02702713	3.02702713	3.000000238	37.51904534	3.491011143	17.80537415	5.779069901	143675	2.773255825	75.36802368	38.28137207	4.82092949	59.78681183	431.86026	433.2151184	37359	324.3569702	533.0360718	72.49129486	40.82888794
sub-086_task-nad1_run-01_bold	0.003712532	0.011427987	0	28.67591142	1.252066798	0.996008191	0.569927804	1140.934204	0.077980221	8	5.194805195	2.419599101	2.289097422	2.642173214	2.327526667	0.0147643	0.0315018	0.015343681	154	66	74	45	5.149575333	2.599999905	3.02702713	3.02702713	3	18.73440744	11.1580267	33.59836578	12.41558456	123132	3.441558361	141.5211052	54.91585541	4.453444589	68.05528259	420.5837402	425.6558533	54289	294.4103882	531.864917	82.6576767	50.35223389
sub-086_task-nad1_run-02_bold	0.001295065	0.009549564	0	27.60400015	1.22706414	0.987481175	0.571806794	1109.742554	0.076647942	9	5.844155844	2.416819478	2.287105369	2.644779731	2.318573333	0.0123279	0.032493696	0.014659457	154	66	74	45	5.086528936	2.599999905	3.02702713	3.02702713	3	17.24069283	11.31206322	34.34624863	12.53246784	122973	3.487013102	146.6753235	55.95481491	4.467407138	68.38262939	419.6729431	424.9350586	54421	290.337677	530.9091187	83.54049683	55.01806641
sub-086_task-nad1_run-03_bold	0.002059416	0.011213397	0	28.1917731	1.235739689	0.997725937	0.573411266	1090.265503	0.084673679	4	2.597402597	2.377149747	2.24302912	2.605146786	2.283273333	0.0147307	0.033081211	0.014139915	154	66	74	45	5.170431013	2.599999905	3.02702713	3.02702713	3	17.10170681	11.39870834	34.59510422	12.51298714	123288	3.428571463	148.5626663	56.3511467	4.377194995	66.69786835	413.8814392	418.5194702	54151	291.6331177	523.8246765	80.94404602	51.28778076
sub-086_task-nad1_run-04_bold	0.001423377	0.011256659	0	28.65026263	1.225350628	0.982030029	0.572699654	1093.506104	0.100933467	14	9.090909091	2.379144846	2.243755906	2.601981965	2.291696667	0.0139186	0.035001319	0.015689451	154	66	74	45	5.162964474	2.599999905	3.02702713	3.02702713	3	16.59909938	11.52386284	34.62322617	12.54545498	123455	3.389610291	147.1363678	56.37899017	4.54218523	67.16957855	415.4189758	419.9382935	53904	291.8710922	524.4201172	81.33590698	51.95439148
sub-089_task-wb2_run-01_bold	0.002631744	0.020269858	0	36.59840317	1.179511382	1.007229026	0.571275752	754.3786011	0.04055584	2	1.162790698	2.366220887	2.177502783	2.636603392	2.284556485	0.00498597	-0.019742768	0.066223644	172	74	66	45	5.327970658	2.599999905	3.02702713	3.02702713	3.000000238	77.01342663	17.02406693	34.42463303	15.57558155	124954	2.087209225	135.5601707	56.54288864	4.587275631	67.06192017	461.6869507	462.1686096	53135	322.9779083	586.8587097	86.7430191	35.70027161
sub-089_task-wb2_run-02_bold	0.001256279	0.005804416	0	27.69611558	1.402433564	1.005326637	0.5591272	2945.294434	0.030038762	0	0	2.258949036	2.072023054	2.470380898	2.234443156	0.0117281	-0.006975872	0.057347313	172	74	66	45	5.473283029	2.599999905	3.02702713	3.02702713	3.000000238	13.40731096	6.438976288	32.00815964	8.29651165	124023	3.191860437	162	58.96825409	4.105685614	68.22123718	477.2068787	478.8982544	53854	339.4340057	601.5584167	87.49662781	73.21098328
sub-089_task-wb2_run-03_bold	0.001075814	0.005529176	0	27.80207277	1.42358999	1.005336269	0.560759742	2883.119629	0.027957306	0	0	2.250489056	2.06288868	2.461378666	2.227199823	0.00684617	-0.007691589	0.059007253	172	74	66	45	5.459388465	2.599999905	3.02702713	3.02702713	3.000000238	13.30842198	6.568272114	32.65703964	8.395348549	124119	3.20348835	165.0011627	59.96001434	4.212761304	67.89801025	477.1157227	478.866272	53849	339.6046448	601.6162842	87.7134552	74.88461304
sub-094_task-russian_run-01_bold	0.001904121	0.005374897	0	20.21303806	1.409506	1.01739078	0.412439832	11486.39258	0.099050132	6	3.296703297	2.428007009	2.314389385	2.819766898	2.149864744	0.0374712	-0.021228561	0.013566816	182	72	60	36	5.175967047	2	3.361111164	3.361111164	4.000000477	59.41857906	2.403119326	9.935786247	3.571428776	103211	1.373626351	37.40934181	22.00475121	5.207961265	47.36993027	388.4060669	399.1593628	22107	236.6994522	480.6098938	77.11608887	92.02622986
sub-094_task-russian_run-02_bold	0.001725989	0.007634448	0	19.8094702	1.318569487	0.976913802	0.412854381	11394.91211	0.088388792	3	1.648351648	2.418916667	2.305558972	2.80619103	2.145	0.0167313	-0.021586942	0.015838036	182	72	60	36	5.251315436	2	3.361111164	3.361111164	4	66.73286739	2.419411421	10.0251236	3.587912083	103178	1.384615421	37.87060604	22.41366577	5.348260117	46.98710632	389.4385376	399.5467224	22084	241.363192	480.7876541	76.08335114	75.98822784
sub-094_task-russian_run-03_bold	0.001661154	0.014223515	0	20.76034346	1.232890667	0.920019777	0.413661703	11295.46973	0.130152255	22	12.08791209	2.456578699	2.329786079	2.855692517	2.1842575	0.0236441	-0.021324398	0.016131552	182	72	60	36	5.229349876	2	3.361111164	3.361111164	4	67.21090253	2.427557707	10.04305172	3.593406677	103120	1.384615421	38.27472687	22.34738541	5.227819496	46.92190552	387.0491943	397.1730957	22224	239.4931381	478.696991	75.9490509	52.80068207
sub-094_task-russian_run-04_bold	0.001980659	0.019226322	0	21.62592839	1.225786869	0.912699453	0.414037645	11264.61914	0.120316596	20	10.98901099	2.467570145	2.342525913	2.864392021	2.1957925	0.0233622	-0.02127268	0.016399957	182	72	60	36	5.190440886	2	3.361111164	3.361111164	4	67.80175236	2.435703993	10.14118099	3.598901272	103105	1.379120946	38.46044083	22.69846344	5.254841506	46.62052917	386.5593262	396.9615479	22234	236.059626	477.7401123	76.47763062	45.24324036
sub-100_task-russian_run-01_bold	0.002512692	0.003952281	0	18.65092511	1.268301753	1.037489544	0.419420748	9112.056641	0.091046712	5	2.747252747	2.395407392	2.302232691	2.837487228	2.046502256	0.016687	-0.01879118	0.018611291	182	72	60	36	5.439479514	2	3.361111164	3.361111164	4.000000477	52.99812019	2.150588036	8.002290726	3.302197933	100924	1.005494475	28.11456079	17.1300621	4.699614559	46.31910324	325.9868774	333.2142944	23391	217.1456146	402.6291199	61.25717926	88.063797
sub-100_task-russian_run-02_bold	0.001603626	0.004657439	0	16.7095418	1.154021497	1.001999273	0.42031375	8945.519531	0.074673802	2	1.098901099	2.382128782	2.298498807	2.817830038	2.0300575	0.0103924	-0.018718444	0.01893989	182	72	60	36	5.465648571	2	3.361111164	3.361111164	4	51.10507496	2.207611322	8.153325081	3.335165024	101005	1.005494475	29.2461544	17.25635147	4.956991516	45.94438171	327.0468445	333.6868286	23326	220.931324	403.7582397	61.05033493	83.87789154
sub-100_task-russian_run-03_bold	0.001464066	0.004589595	0	15.93959354	1.153102529	1.007847131	0.420789536	8865.837891	0.074447552	1	0.549450549	2.35806611	2.276892857	2.783037973	2.0142675	0.0273537	-0.018965647	0.019841364	182	72	60	36	5.544342752	2	3.361111164	3.361111164	4	50.73679934	2.232049704	8.272218704	3.36263752	101091	1.01098907	29.63186836	17.64381218	5.008461035	46.11138153	328.4989929	335.0247192	23268	224.2456055	405.5291443	60.42510986	83.54808807
sub-100_task-russian_run-04_bold	0.002086868	0.004523016	0	16.0107663	1.143316347	1.03136399	0.420820944	8861.835938	0.092405396	3	1.648351648	2.387404884	2.309161947	2.813010204	2.0400425	0.0250636	-0.019298157	0.018958874	182	72	60	36	5.43384631	2	3.361111164	3.361111164	4	48.78994041	2.207611084	8.314599037	3.368131876	101015	1.01098907	30.04945183	17.68617058	5.021437195	46.20911407	328.4019165	335.2390137	23364	220.0950623	405.854126	61.6932869	83.72694397
sub-104_task-russian_run-01_bold	0.011226978	0.028991508	0	30.60712776	0.977525784	0.936090828	0.45911009	13630.03418	0.500150868	94	51.64835165	2.521753276	2.356925913	2.89527169	2.313062224	0.0369732	-0.001967488	0.03952577	182	72	60	36	5.289546332	2	3.361111164	3.361111164	4.000000477	33.14674855	1.98766458	11.66706753	3.005494595	96105	1.153846145	51	28.81656647	4.7920197	44.14406586	358.8000793	364.9945068	28306	227.6373749	450.8186874	69.00177002	32.22338867
sub-104_task-russian_run-02_bold	0.018567418	0.064429055	0	47.99359355	0.993084107	1.319114677	0.465581921	12067.34375	1.104560742	147	80.76923077	2.577725357	2.472429383	3.048991687	2.211755	0.0831982	-0.004419434	0.035262823	182	72	60	36	5.219607659	2	3.361111164	3.361111164	4	30.56153823	2.272780418	12.53705978	3.208791256	95029	1.203296781	53.97362747	29.71949387	4.414502563	44.6898613	356.1265259	362.2857361	28987	224.5153839	449.2565918	69.4074173	19.89223862
sub-104_task-russian_run-03_bold	0.018040659	0.058289898	0	44.04772037	0.9432345	0.919537037	0.465326148	12106.06836	1.01259837	128	70.32967033	2.573277362	2.386204921	2.967994664	2.3656325	0.0518451	-0.002969655	0.038423002	182	72	60	36	5.15286749	2	3.361111164	3.361111164	4	30.95673989	2.248342037	12.30565643	3.186813354	95454	1.18131876	52.8406601	29.48104858	4.86337828	44.16849518	354.9494324	361.8928528	28798	219.0439606	446.5054932	70.23013306	20.98710632
sub-104_task-russian_run-04_bold	0.023758132	0.085125281	0	65.89556966	1.051877195	1.033247126	0.468000079	11496.58496	1.458251254	148	81.31868132	2.57608544	2.387534838	2.977616482	2.363105	0.0739545	-0.003972421	0.038740646	182	72	60	36	5.280619231	2	3.361111164	3.361111164	4	30.12803734	2.297219038	12.54442787	3.269230843	95376	1.236263752	53.32829762	29.36250114	4.669452028	43.89562225	354.3571472	360.5769348	28946	222.9148445	444.0549622	68.2818985	17.29607391
sub-104_task-wb2_run-01_bold	0.013253488	0.021094174	0	37.6658855	1.198899305	1.04272652	0.533753449	3700.931885	0.369949284	74	43.02325581	2.421033691	2.198447425	2.659863838	2.404789809	0.0189712	-0.008942852	0.042640265	172	74	66	45	5.2656751	2.599999905	3.02702713	3.02702713	3.000000238	16.3382926	5.404602051	26.64856148	7.279069901	128619	2.9360466	128.8726669	51.89383316	4.069181787	66.8033371	464.5562134	467.9767456	50265	316.7313843	590.2209351	88.87219238	35.58650589
sub-104_task-wb2_run-02_bold	0.013300581	0.014169937	0	64.22736042	1.083538406	0.963805081	0.544160481	547.5583496	0.632874348	103	59.88372093	2.859216923	2.554192502	3.16957516	2.853883107	0.0601109	0.002260804	0.086352229	172	74	66	45	2.035962514	2.599999905	3.02702713	3.02702713	3.000000238	21.15107552	6.628611088	42.84630203	16.1279068	126404	10.9767437	187.7729637	76.46616364	0.53695804	202.1941833	450.0542603	416.9709167	51903	173.6610519	829.0941772	204.8008728	23.11844254
sub-104_task-wb2_run-03_bold	0.011100988	0.013571756	0	59.22576801	1.069057893	0.949338171	0.545012697	525.3861694	0.576876775	98	56.97674419	2.865128867	2.568288841	3.18406132	2.843036441	0.0435717	0.002360208	0.087361738	172	74	66	45	2.00442742	2.599999905	3.02702713	3.02702713	3.000000238	20.36761307	6.809626579	43.77380753	16.3372097	126495	11.02325535	193.0575546	78.3742218	0.602264012	203.0303192	448.7701416	414.674408	51973	171.3406921	833.3337402	206.877243	24.32382965
sub-105_task-russian_run-01_bold	0.010478956	0.006052562	0	20.05808936	1.410219969	1.112511759	0.438695899	9267.430664	0.077533131	6	3.296703297	2.511246686	2.416566904	3.041285902	2.075887253	0.0127205	-0.022998743	0.027537059	182	72	60	36	4.783281906	2	3.361111164	3.361111164	4.000000477	41.7973047	2.386826754	11.30858517	3.5	99639	1.423076987	45.59890366	25.29972267	3.405199413	51.20678711	343.6610107	355.6456299	24314	189.4291222	433.8596191	74.35027313	72.11470032
sub-105_task-russian_run-02_bold	0.001736319	0.004859854	0	21.58353135	1.396768599	1.030231498	0.43886001	9085.261719	0.064533567	3	1.648351648	2.513421307	2.422059135	3.046819787	2.071385	0.0188408	-0.022782313	0.028198287	182	72	60	36	4.740823981	2	3.361111164	3.361111164	4	40.73171422	2.346096039	11.21738243	3.510989189	99512	1.467033029	45.61236362	24.81118393	3.39978026	51.2800827	343.3317871	355.5384827	24407	186.2983551	433.9055084	74.99354553	86.5705719
sub-105_task-russian_run-03_bold	0.001431538	0.005656582	0	21.97836657	1.3823743	1.007954202	0.439928671	8989.248047	0.08392846	3	1.648351648	2.517083525	2.426777813	3.050062762	2.07441	0.012774	-0.02358014	0.028197959	182	72	60	36	4.764373902	2	3.361111164	3.361111164	4	40.27992951	2.378680706	11.48501492	3.527472734	99567	1.478021979	47.44890213	25.44503021	3.414545909	51.11715698	343.614624	355.6538696	24331	187.9011078	434.7197876	74.64707184	78.6109848
sub-105_task-russian_run-04_bold	0.001628187	0.005960076	0	22.99004572	1.421583387	1.012038714	0.440814734	8769.186523	0.078614637	5	2.747252747	2.514468201	2.418834011	3.051223092	2.0733475	0.0143019	-0.023302786	0.028370077	182	72	60	36	4.783317533	2	3.361111164	3.361111164	4	37.67515955	2.427557468	11.63585281	3.576923132	99524	1.505494595	48.55412235	25.49409294	3.401814614	51.19864273	343.5386353	355.0989075	24376	190.092041	434.8008423	74.23542786	75.07920074
sub-106_task-russian_run-01_bold	0.001304121	0.006663962	0	27.12664696	1.502131229	0.969703749	0.48043463	7529.394043	0.122734868	17	9.340659341	2.37387711	2.288103435	2.799818138	2.033709758	0.0139656	-0.016901771	0.028893493	182	72	60	36	4.720751129	2	3.361111164	3.361111164	4.000000477	34.09293893	4.329688072	16.49210167	5.266483307	92344	1.829670429	69.51099396	34.04930115	3.436379412	77.60853577	482.9061584	491.3186951	30523	291.1664795	624.2983398	104.0746765	67.60155487
sub-106_task-russian_run-02_bold	0.002677582	0.004741235	0	27.60847689	1.598104499	1.038229664	0.480805161	7576.061035	0.123798261	11	6.043956044	2.35875069	2.269683931	2.781098138	2.02547	0.0343713	-0.017237376	0.029731115	182	72	60	36	4.698540972	2	3.361111164	3.361111164	4	34.88358557	4.236006737	16.63797379	5.247252941	92365	1.890109897	71.46813202	34.38381195	3.527148981	77.71848297	484.4429321	492.6016541	30522	289.4615479	624.8129547	104.8396912	79.03720093
